loc_start;loc_end;time
LOC687;LOC226;93
LOC587;LOC876;5
LOC777;LOC374;44
LOC423;LOC629;78
LOC602;LOC367;18
LOC471;LOC144;14
LOC78;LOC629;15
LOC430;LOC881;48
LOC960;LOC919;26
LOC888;LOC403;87
LOC977;LOC774;36
LOC704;LOC402;17
LOC527;LOC13;89
LOC559;LOC665;99
LOC266;LOC225;25
LOC600;LOC941;9
LOC781;LOC707;86
LOC750;LOC19;63
LOC180;LOC423;96
LOC706;LOC481;44
LOC504;LOC832;91
LOC776;LOC766;96
LOC541;LOC534;2
LOC294;LOC671;16
LOC729;LOC820;47
LOC7;LOC617;31
LOC655;LOC710;61
LOC278;LOC153;100
LOC2;LOC938;2
LOC504;LOC266;50
LOC238;LOC668;96
LOC811;LOC318;4
LOC949;LOC47;41
LOC210;LOC970;68
LOC324;LOC593;50
LOC103;LOC85;62
LOC204;LOC186;91
LOC566;LOC741;36
LOC282;LOC921;48
LOC490;LOC273;31
LOC259;LOC556;1
LOC213;LOC532;40
LOC76;LOC375;51
LOC69;LOC536;78
LOC897;LOC711;50
LOC79;LOC988;32
LOC425;LOC73;24
LOC837;LOC141;5
LOC585;LOC710;40
LOC241;LOC287;82
LOC105;LOC278;52
LOC290;LOC374;58
LOC611;LOC655;62
LOC147;LOC119;31
LOC402;LOC424;40
LOC865;LOC273;32
LOC876;LOC681;99
LOC413;LOC991;50
LOC700;LOC995;73
LOC632;LOC910;20
LOC219;LOC228;39
LOC944;LOC948;74
LOC276;LOC944;19
LOC950;LOC360;30
LOC9;LOC164;89
LOC812;LOC116;63
LOC202;LOC822;22
LOC270;LOC395;91
LOC324;LOC136;100
LOC485;LOC985;60
LOC134;LOC177;90
LOC241;LOC34;41
LOC709;LOC491;88
LOC490;LOC14;88
LOC595;LOC797;43
LOC519;LOC523;37
LOC887;LOC509;63
LOC367;LOC162;22
LOC670;LOC767;77
LOC344;LOC284;71
LOC536;LOC886;87
LOC629;LOC908;47
LOC301;LOC823;52
LOC433;LOC915;76
LOC936;LOC162;40
LOC580;LOC499;79
LOC900;LOC579;63
LOC588;LOC206;10
LOC562;LOC674;21
LOC648;LOC674;28
LOC494;LOC928;23
LOC778;LOC638;13
LOC76;LOC104;78
LOC121;LOC866;72
LOC450;LOC216;80
LOC270;LOC561;53
LOC384;LOC552;55
LOC988;LOC448;77
LOC834;LOC594;69
LOC976;LOC190;24
LOC129;LOC860;32
LOC811;LOC48;78
LOC535;LOC309;49
LOC75;LOC571;61
LOC600;LOC316;45
LOC497;LOC275;5
LOC542;LOC400;95
LOC280;LOC304;93
LOC482;LOC63;59
LOC575;LOC516;3
LOC910;LOC698;39
LOC363;LOC936;46
LOC436;LOC767;26
LOC916;LOC870;64
LOC443;LOC842;63
LOC980;LOC76;50
LOC766;LOC362;51
LOC548;LOC57;91
LOC910;LOC798;79
LOC522;LOC786;50
LOC116;LOC958;85
LOC99;LOC755;65
LOC709;LOC820;9
LOC673;LOC986;2
LOC50;LOC341;77
LOC978;LOC636;87
LOC774;LOC248;2
LOC500;LOC190;24
LOC251;LOC204;26
LOC456;LOC627;37
LOC320;LOC238;10
LOC21;LOC752;77
LOC338;LOC777;36
LOC421;LOC582;30
LOC57;LOC811;60
LOC55;LOC163;12
LOC992;LOC335;46
LOC1;LOC110;59
LOC49;LOC648;42
LOC18;LOC835;41
LOC590;LOC996;98
LOC798;LOC870;78
LOC447;LOC779;96
LOC918;LOC578;50
LOC471;LOC293;32
LOC340;LOC230;91
LOC729;LOC521;64
LOC551;LOC541;81
LOC152;LOC196;31
LOC669;LOC490;49
LOC939;LOC397;45
LOC539;LOC879;65
LOC433;LOC97;74
LOC664;LOC986;72
LOC644;LOC837;85
LOC383;LOC798;74
LOC853;LOC290;37
LOC844;LOC616;71
LOC388;LOC322;82
LOC826;LOC25;11
LOC925;LOC77;24
LOC670;LOC288;38
LOC691;LOC899;100
LOC404;LOC388;5
LOC766;LOC76;55
LOC163;LOC66;85
LOC915;LOC130;91
LOC177;LOC959;21
LOC689;LOC695;9
LOC49;LOC921;76
LOC190;LOC485;91
LOC594;LOC213;84
LOC622;LOC943;44
LOC26;LOC586;42
LOC653;LOC126;16
LOC271;LOC283;27
LOC418;LOC91;7
LOC547;LOC309;55
LOC714;LOC170;75
LOC555;LOC805;95
LOC336;LOC58;69
LOC414;LOC839;57
LOC646;LOC649;24
LOC92;LOC683;25
LOC701;LOC845;39
LOC455;LOC361;82
LOC592;LOC610;41
LOC381;LOC964;79
LOC817;LOC687;92
LOC325;LOC844;6
LOC516;LOC82;1
LOC60;LOC567;38
LOC893;LOC691;61
LOC160;LOC847;99
LOC449;LOC403;39
LOC197;LOC382;23
LOC721;LOC956;28
LOC114;LOC612;43
LOC990;LOC161;42
LOC206;LOC496;42
LOC988;LOC645;100
LOC405;LOC362;85
LOC791;LOC249;51
LOC33;LOC648;20
LOC307;LOC256;87
LOC188;LOC390;10
LOC63;LOC325;32
LOC130;LOC788;82
LOC811;LOC945;84
LOC452;LOC101;34
LOC229;LOC765;97
LOC353;LOC728;90
LOC513;LOC888;91
LOC200;LOC435;100
LOC993;LOC385;100
LOC890;LOC418;67
LOC923;LOC700;93
LOC402;LOC265;58
LOC668;LOC412;16
LOC536;LOC817;47
LOC786;LOC705;68
LOC775;LOC563;39
LOC649;LOC30;37
LOC668;LOC490;50
LOC657;LOC934;46
LOC891;LOC931;61
LOC286;LOC209;28
LOC10;LOC721;41
LOC389;LOC128;99
LOC149;LOC148;91
LOC919;LOC390;71
LOC580;LOC517;85
LOC483;LOC405;90
LOC553;LOC629;95
LOC263;LOC899;41
LOC80;LOC37;60
LOC646;LOC143;28
LOC464;LOC810;47
LOC152;LOC772;78
LOC33;LOC870;8
LOC510;LOC191;21
LOC67;LOC771;95
LOC720;LOC359;35
LOC737;LOC559;60
LOC578;LOC38;59
LOC258;LOC333;31
LOC727;LOC15;55
LOC779;LOC632;36
LOC166;LOC967;99
LOC154;LOC838;28
LOC364;LOC634;70
LOC13;LOC966;33
LOC523;LOC470;17
LOC867;LOC551;54
LOC690;LOC750;18
LOC652;LOC624;72
LOC804;LOC72;68
LOC262;LOC509;37
LOC593;LOC201;51
LOC554;LOC318;10
LOC215;LOC92;6
LOC892;LOC268;24
LOC7;LOC881;53
LOC921;LOC223;73
LOC564;LOC186;76
LOC627;LOC637;41
LOC919;LOC997;95
LOC131;LOC997;32
LOC868;LOC11;73
LOC434;LOC238;76
LOC942;LOC191;92
LOC818;LOC572;73
LOC448;LOC541;69
LOC695;LOC106;60
LOC787;LOC138;36
LOC894;LOC105;4
LOC759;LOC922;14
LOC700;LOC100;65
LOC25;LOC443;16
LOC945;LOC605;98
LOC380;LOC186;60
LOC515;LOC408;25
LOC831;LOC307;40
LOC343;LOC365;33
LOC523;LOC75;7
LOC183;LOC621;62
LOC621;LOC32;57
LOC886;LOC817;68
LOC827;LOC808;37
LOC444;LOC241;53
LOC32;LOC970;28
LOC300;LOC182;70
LOC619;LOC195;9
LOC470;LOC78;28
LOC477;LOC922;15
LOC247;LOC232;29
LOC495;LOC666;37
LOC560;LOC235;74
LOC63;LOC261;69
LOC953;LOC945;3
LOC546;LOC721;67
LOC474;LOC347;99
LOC345;LOC956;77
LOC577;LOC799;30
LOC358;LOC550;71
LOC183;LOC497;33
LOC468;LOC54;56
LOC944;LOC680;9
LOC609;LOC52;47
LOC105;LOC879;84
LOC889;LOC204;47
LOC35;LOC880;89
LOC712;LOC65;100
LOC58;LOC454;69
LOC291;LOC508;41
LOC961;LOC467;30
LOC15;LOC256;35
LOC553;LOC20;57
LOC433;LOC342;11
LOC163;LOC912;75
LOC855;LOC248;21
LOC606;LOC581;67
LOC18;LOC772;11
LOC945;LOC753;2
LOC285;LOC191;72
LOC242;LOC123;51
LOC708;LOC430;28
LOC986;LOC123;3
LOC229;LOC808;49
LOC251;LOC539;75
LOC133;LOC422;5
LOC645;LOC217;94
LOC483;LOC153;87
LOC964;LOC565;84
LOC971;LOC161;18
LOC868;LOC965;34
LOC467;LOC7;42
LOC459;LOC106;42
LOC301;LOC661;74
LOC670;LOC44;27
LOC101;LOC656;38
LOC655;LOC119;11
LOC318;LOC809;4
LOC584;LOC445;84
LOC634;LOC370;15
LOC402;LOC137;9
LOC691;LOC238;98
LOC335;LOC73;60
LOC814;LOC70;89
LOC974;LOC347;7
LOC403;LOC448;39
LOC874;LOC623;49
LOC448;LOC663;11
LOC276;LOC848;46
LOC928;LOC719;32
LOC651;LOC887;80
LOC476;LOC222;10
LOC582;LOC641;23
LOC535;LOC746;25
LOC289;LOC99;11
LOC490;LOC419;97
LOC210;LOC27;45
LOC760;LOC476;2
LOC841;LOC681;73
LOC420;LOC585;87
LOC187;LOC261;65
LOC396;LOC793;78
LOC51;LOC43;76
LOC528;LOC559;57
LOC506;LOC52;48
LOC613;LOC143;40
LOC839;LOC813;57
LOC465;LOC322;70
LOC265;LOC625;72
LOC429;LOC103;95
LOC841;LOC437;40
LOC935;LOC437;19
LOC955;LOC277;6
LOC845;LOC615;64
LOC222;LOC79;14
LOC785;LOC741;78
LOC929;LOC258;42
LOC265;LOC507;26
LOC378;LOC572;82
LOC539;LOC3;83
LOC116;LOC213;11
LOC639;LOC220;73
LOC266;LOC302;11
LOC641;LOC743;40
LOC880;LOC646;69
LOC341;LOC110;31
LOC819;LOC789;91
LOC191;LOC163;58
LOC340;LOC95;33
LOC79;LOC680;4
LOC168;LOC404;85
LOC240;LOC435;43
LOC212;LOC870;85
LOC799;LOC641;49
LOC600;LOC612;56
LOC107;LOC785;80
LOC450;LOC435;94
LOC52;LOC43;89
LOC495;LOC606;45
LOC588;LOC930;10
LOC905;LOC824;84
LOC410;LOC35;26
LOC808;LOC774;31
LOC67;LOC272;18
LOC435;LOC618;21
LOC975;LOC531;84
LOC210;LOC774;32
LOC637;LOC117;27
LOC528;LOC68;23
LOC653;LOC996;79
LOC317;LOC915;28
LOC518;LOC600;11
LOC997;LOC244;32
LOC523;LOC936;84
LOC61;LOC721;49
LOC307;LOC967;15
LOC430;LOC374;67
LOC509;LOC850;60
LOC392;LOC281;27
LOC367;LOC343;40
LOC660;LOC142;66
LOC220;LOC431;53
LOC828;LOC117;87
LOC475;LOC955;17
LOC75;LOC931;90
LOC985;LOC807;69
LOC595;LOC364;33
LOC997;LOC912;34
LOC511;LOC453;12
LOC829;LOC594;59
LOC857;LOC224;12
LOC78;LOC352;48
LOC46;LOC288;86
LOC641;LOC404;74
LOC380;LOC872;84
LOC816;LOC740;65
LOC43;LOC670;77
LOC376;LOC917;35
LOC773;LOC335;18
LOC149;LOC667;57
LOC578;LOC58;14
LOC953;LOC553;10
LOC36;LOC111;65
LOC483;LOC614;20
LOC603;LOC329;35
LOC520;LOC497;33
LOC827;LOC327;30
LOC978;LOC806;7
LOC32;LOC236;48
LOC499;LOC165;74
LOC36;LOC865;68
LOC930;LOC57;94
LOC44;LOC519;30
LOC287;LOC3;93
LOC245;LOC601;2
LOC628;LOC542;27
LOC81;LOC142;90
LOC979;LOC455;87
LOC560;LOC281;18
LOC41;LOC18;58
LOC945;LOC595;14
LOC666;LOC379;31
LOC349;LOC871;14
LOC630;LOC955;7
LOC462;LOC170;26
LOC337;LOC312;79
LOC839;LOC396;97
LOC950;LOC983;70
LOC124;LOC422;78
LOC168;LOC160;50
LOC139;LOC663;23
LOC836;LOC647;57
LOC106;LOC135;6
LOC107;LOC836;48
LOC352;LOC340;15
LOC554;LOC260;77
LOC759;LOC746;6
LOC392;LOC55;11
LOC173;LOC103;10
LOC715;LOC226;73
LOC37;LOC402;77
LOC359;LOC129;56
LOC804;LOC976;37
LOC855;LOC856;92
LOC394;LOC354;22
LOC731;LOC616;56
LOC400;LOC418;24
LOC900;LOC230;46
LOC824;LOC325;51
LOC329;LOC467;16
LOC166;LOC563;17
LOC340;LOC21;36
LOC741;LOC697;89
LOC631;LOC681;2
LOC795;LOC36;85
LOC610;LOC504;10
LOC30;LOC534;96
LOC617;LOC408;8
LOC192;LOC559;47
LOC479;LOC398;24
LOC793;LOC380;65
LOC735;LOC63;34
LOC273;LOC737;43
LOC346;LOC308;64
LOC90;LOC392;8
LOC41;LOC626;15
LOC199;LOC920;97
LOC890;LOC789;5
LOC184;LOC228;86
LOC627;LOC219;18
LOC468;LOC57;8
LOC617;LOC556;52
LOC567;LOC827;7
LOC5;LOC104;15
LOC414;LOC187;34
LOC999;LOC520;85
LOC738;LOC917;3
LOC833;LOC475;24
LOC405;LOC932;36
LOC817;LOC148;75
LOC208;LOC619;4
LOC269;LOC741;72
LOC465;LOC242;3
LOC579;LOC427;85
LOC708;LOC866;39
LOC694;LOC242;85
LOC215;LOC620;99
LOC929;LOC588;95
LOC162;LOC727;53
LOC36;LOC982;96
LOC75;LOC236;99
LOC367;LOC711;50
LOC720;LOC102;87
LOC358;LOC84;4
LOC548;LOC912;17
LOC161;LOC834;60
LOC500;LOC618;43
LOC244;LOC847;68
LOC780;LOC899;28
LOC313;LOC796;40
LOC602;LOC846;92
LOC203;LOC530;97
LOC250;LOC629;37
LOC200;LOC25;16
LOC771;LOC212;45
LOC924;LOC2;84
LOC275;LOC693;10
LOC786;LOC43;79
LOC448;LOC258;88
LOC506;LOC734;47
LOC82;LOC587;47
LOC507;LOC33;76
LOC47;LOC965;47
LOC515;LOC50;33
LOC656;LOC786;95
LOC343;LOC639;73
LOC314;LOC738;48
LOC873;LOC691;53
LOC345;LOC396;99
LOC102;LOC220;73
LOC251;LOC999;16
LOC819;LOC377;80
LOC442;LOC538;6
LOC870;LOC494;4
LOC478;LOC208;59
LOC604;LOC994;53
LOC15;LOC454;56
LOC372;LOC207;9
LOC79;LOC230;38
LOC573;LOC844;66
LOC583;LOC429;42
LOC42;LOC683;17
LOC773;LOC117;78
LOC340;LOC461;69
LOC333;LOC322;34
LOC305;LOC750;86
LOC678;LOC404;73
LOC172;LOC362;20
LOC980;LOC788;32
LOC475;LOC227;97
LOC358;LOC805;82
LOC201;LOC90;17
LOC156;LOC84;13
LOC963;LOC956;45
LOC421;LOC237;47
LOC268;LOC955;50
LOC814;LOC878;17
LOC861;LOC732;14
LOC315;LOC615;55
LOC362;LOC997;79
LOC279;LOC61;61
LOC196;LOC790;84
LOC661;LOC449;5
LOC78;LOC21;76
LOC448;LOC403;98
LOC826;LOC303;33
LOC844;LOC959;44
LOC502;LOC450;43
LOC319;LOC213;10
LOC721;LOC718;57
LOC282;LOC933;2
LOC920;LOC406;76
LOC835;LOC915;44
LOC619;LOC333;42
LOC168;LOC539;22
LOC160;LOC184;15
LOC541;LOC680;52
LOC102;LOC877;36
LOC367;LOC916;44
LOC489;LOC949;33
LOC226;LOC839;26
LOC181;LOC338;62
LOC24;LOC972;58
LOC604;LOC261;92
LOC842;LOC578;4
LOC438;LOC905;36
LOC729;LOC249;34
LOC643;LOC613;91
LOC267;LOC194;89
LOC891;LOC955;7
LOC938;LOC380;9
LOC167;LOC624;79
LOC572;LOC957;31
LOC924;LOC801;40
LOC324;LOC879;14
LOC855;LOC285;46
LOC972;LOC236;61
LOC69;LOC24;91
LOC6;LOC216;69
LOC378;LOC814;90
LOC387;LOC700;1
LOC226;LOC966;90
LOC256;LOC977;30
LOC514;LOC15;37
LOC594;LOC973;38
LOC754;LOC372;64
LOC596;LOC777;71
LOC546;LOC896;28
LOC63;LOC223;56
LOC602;LOC619;17
LOC571;LOC653;96
LOC612;LOC791;68
LOC957;LOC326;7
LOC697;LOC377;38
LOC692;LOC518;26
LOC512;LOC280;88
LOC914;LOC745;58
LOC891;LOC127;68
LOC407;LOC222;52
LOC706;LOC328;36
LOC256;LOC498;90
LOC317;LOC131;1
LOC330;LOC119;56
LOC775;LOC703;52
LOC463;LOC128;69
LOC931;LOC743;26
LOC985;LOC825;78
LOC93;LOC867;7
LOC809;LOC806;98
LOC581;LOC912;57
LOC260;LOC963;31
LOC498;LOC262;17
LOC988;LOC79;99
LOC565;LOC415;59
LOC11;LOC181;41
LOC357;LOC336;53
LOC651;LOC781;17
LOC410;LOC741;73
LOC889;LOC640;47
LOC613;LOC696;61
LOC161;LOC30;4
LOC248;LOC665;74
LOC417;LOC728;24
LOC429;LOC974;63
LOC509;LOC795;39
LOC653;LOC910;96
LOC588;LOC89;41
LOC253;LOC66;100
LOC111;LOC429;13
LOC14;LOC350;46
LOC153;LOC374;96
LOC227;LOC221;91
LOC23;LOC841;64
LOC565;LOC426;3
LOC837;LOC943;51
LOC12;LOC64;11
LOC266;LOC41;55
LOC194;LOC423;47
LOC48;LOC236;45
LOC192;LOC842;53
LOC698;LOC284;54
LOC400;LOC714;9
LOC482;LOC396;64
LOC439;LOC223;61
LOC655;LOC187;50
LOC925;LOC561;28
LOC950;LOC172;11
LOC947;LOC347;91
LOC10;LOC61;96
LOC31;LOC406;72
LOC29;LOC589;90
LOC447;LOC99;77
LOC656;LOC739;20
LOC533;LOC901;92
LOC421;LOC279;50
LOC54;LOC493;48
LOC836;LOC491;51
LOC660;LOC770;5
LOC63;LOC989;8
LOC520;LOC981;3
LOC14;LOC381;27
LOC534;LOC218;21
LOC321;LOC838;35
LOC735;LOC66;2
LOC843;LOC897;11
LOC595;LOC186;27
LOC182;LOC540;24
LOC422;LOC687;6
LOC759;LOC754;85
LOC586;LOC945;41
LOC14;LOC925;33
LOC883;LOC351;77
LOC434;LOC402;98
LOC822;LOC893;92
LOC787;LOC971;18
LOC371;LOC210;34
LOC453;LOC672;58
LOC957;LOC413;72
LOC263;LOC252;2
LOC264;LOC272;80
LOC175;LOC475;64
LOC622;LOC798;80
LOC302;LOC68;11
LOC283;LOC557;55
LOC607;LOC710;76
LOC45;LOC870;48
LOC879;LOC957;59
LOC44;LOC249;52
LOC929;LOC913;7
LOC203;LOC841;55
LOC671;LOC949;96
LOC594;LOC536;25
LOC661;LOC473;35
LOC884;LOC795;45
LOC53;LOC426;28
LOC840;LOC464;70
LOC889;LOC203;74
LOC408;LOC212;97
LOC666;LOC469;35
LOC24;LOC120;46
LOC10;LOC62;16
LOC968;LOC855;84
LOC489;LOC762;76
LOC958;LOC853;72
LOC631;LOC929;63
LOC797;LOC755;99
LOC710;LOC583;80
LOC573;LOC115;48
LOC543;LOC253;81
LOC605;LOC114;21
LOC529;LOC548;68
LOC522;LOC111;14
LOC379;LOC315;75
LOC817;LOC139;88
LOC58;LOC620;42
LOC348;LOC801;87
LOC117;LOC879;91
LOC771;LOC460;14
LOC140;LOC867;62
LOC377;LOC676;67
LOC638;LOC33;45
LOC69;LOC306;90
LOC31;LOC498;35
LOC113;LOC640;6
LOC668;LOC446;49
LOC894;LOC22;48
LOC938;LOC966;10
LOC328;LOC140;87
LOC580;LOC590;11
LOC195;LOC945;41
LOC806;LOC507;51
LOC130;LOC700;74
LOC574;LOC160;8
LOC901;LOC668;46
LOC97;LOC252;23
LOC886;LOC22;78
LOC109;LOC172;24
LOC562;LOC402;99
LOC667;LOC258;90
LOC265;LOC489;40
LOC56;LOC829;28
LOC491;LOC403;42
LOC916;LOC936;99
LOC112;LOC724;98
LOC660;LOC82;84
LOC215;LOC786;83
LOC91;LOC293;79
LOC986;LOC791;62
LOC744;LOC953;18
LOC725;LOC83;57
LOC43;LOC435;95
LOC9;LOC910;47
LOC616;LOC507;16
LOC50;LOC650;62
LOC285;LOC589;5
LOC761;LOC728;99
LOC941;LOC892;99
LOC645;LOC924;100
LOC269;LOC490;28
LOC388;LOC222;81
LOC752;LOC398;74
LOC790;LOC796;73
LOC765;LOC381;76
LOC849;LOC33;29
LOC648;LOC222;43
LOC585;LOC817;8
LOC278;LOC867;82
LOC441;LOC551;95
LOC837;LOC520;46
LOC284;LOC344;69
LOC828;LOC168;88
LOC295;LOC931;100
LOC387;LOC790;16
LOC502;LOC565;6
LOC619;LOC100;5
LOC816;LOC153;75
LOC715;LOC49;61
LOC124;LOC994;83
LOC698;LOC292;57
LOC814;LOC578;34
LOC660;LOC837;69
LOC694;LOC781;87
LOC659;LOC550;93
LOC596;LOC291;6
LOC264;LOC46;67
LOC145;LOC532;16
LOC83;LOC525;6
LOC869;LOC345;76
LOC920;LOC173;69
LOC178;LOC356;2
LOC804;LOC381;96
LOC253;LOC183;68
LOC787;LOC841;87
LOC452;LOC998;63
LOC599;LOC435;80
LOC666;LOC318;84
LOC496;LOC968;63
LOC93;LOC726;44
LOC168;LOC889;30
LOC992;LOC183;79
LOC353;LOC643;59
LOC330;LOC207;76
LOC728;LOC14;91
LOC738;LOC182;95
LOC821;LOC677;41
LOC505;LOC845;20
LOC593;LOC4;17
LOC463;LOC471;42
LOC808;LOC497;49
LOC270;LOC364;42
LOC942;LOC187;24
LOC254;LOC792;34
LOC490;LOC904;40
LOC943;LOC64;80
LOC653;LOC296;68
LOC176;LOC828;9
LOC344;LOC340;69
LOC670;LOC298;92
LOC368;LOC380;10
LOC338;LOC42;86
LOC949;LOC269;51
LOC890;LOC380;32
LOC926;LOC329;28
LOC879;LOC409;55
LOC341;LOC3;46
LOC887;LOC249;77
LOC643;LOC336;48
LOC848;LOC476;67
LOC851;LOC631;70
LOC406;LOC662;24
LOC361;LOC704;39
LOC949;LOC855;74
LOC507;LOC271;85
LOC641;LOC864;48
LOC527;LOC718;94
LOC242;LOC318;20
LOC472;LOC384;56
LOC505;LOC569;40
LOC597;LOC668;6
LOC464;LOC686;61
LOC199;LOC290;37
LOC335;LOC476;40
LOC219;LOC860;97
LOC311;LOC291;50
LOC971;LOC336;12
LOC657;LOC409;33
LOC330;LOC243;35
LOC666;LOC909;90
LOC736;LOC692;83
LOC734;LOC612;25
LOC375;LOC665;94
LOC805;LOC260;75
LOC869;LOC523;59
LOC415;LOC722;92
LOC75;LOC245;12
LOC714;LOC699;10
LOC153;LOC256;39
LOC994;LOC408;23
LOC735;LOC155;5
LOC402;LOC295;99
LOC417;LOC159;96
LOC407;LOC501;22
LOC483;LOC151;27
LOC408;LOC600;32
LOC740;LOC168;10
LOC217;LOC111;89
LOC488;LOC885;99
LOC60;LOC579;19
LOC938;LOC98;83
LOC95;LOC489;75
LOC788;LOC196;35
LOC793;LOC792;8
LOC240;LOC396;68
LOC109;LOC374;37
LOC582;LOC126;43
LOC395;LOC519;49
LOC229;LOC345;98
LOC916;LOC955;89
LOC718;LOC741;68
LOC774;LOC210;23
LOC75;LOC790;90
LOC62;LOC730;72
LOC41;LOC120;61
LOC74;LOC519;28
LOC620;LOC704;41
LOC363;LOC716;64
LOC188;LOC716;3
LOC573;LOC158;14
LOC274;LOC180;34
LOC160;LOC527;54
LOC339;LOC541;91
LOC580;LOC360;6
LOC296;LOC908;31
LOC322;LOC378;4
LOC206;LOC888;79
LOC653;LOC638;43
LOC502;LOC559;63
LOC483;LOC886;86
LOC153;LOC416;31
LOC346;LOC787;9
LOC450;LOC391;35
LOC891;LOC12;71
LOC215;LOC797;73
LOC43;LOC374;50
LOC294;LOC665;99
LOC549;LOC474;20
LOC723;LOC381;24
LOC2;LOC867;97
LOC739;LOC706;12
LOC114;LOC72;38
LOC622;LOC687;34
LOC172;LOC869;13
LOC2;LOC213;17
LOC543;LOC594;29
LOC918;LOC233;2
LOC676;LOC316;73
LOC387;LOC953;31
LOC254;LOC371;62
LOC287;LOC744;94
LOC83;LOC457;30
LOC479;LOC200;50
LOC419;LOC262;83
LOC107;LOC508;95
LOC907;LOC717;80
LOC682;LOC65;25
LOC663;LOC954;9
LOC950;LOC86;5
LOC479;LOC363;70
LOC435;LOC117;6
LOC325;LOC550;32
LOC972;LOC771;2
LOC24;LOC371;60
LOC188;LOC335;93
LOC982;LOC764;66
LOC358;LOC372;76
LOC584;LOC66;72
LOC158;LOC507;82
LOC891;LOC727;20
LOC927;LOC572;100
LOC710;LOC911;78
LOC309;LOC452;50
LOC538;LOC13;33
LOC376;LOC296;51
LOC31;LOC327;83
LOC648;LOC773;79
LOC769;LOC81;14
LOC310;LOC726;43
LOC420;LOC252;43
LOC591;LOC771;74
LOC921;LOC582;11
LOC230;LOC956;12
LOC662;LOC582;21
LOC922;LOC525;12
LOC623;LOC88;30
LOC527;LOC794;55
LOC266;LOC554;47
LOC162;LOC603;83
LOC66;LOC186;78
LOC8;LOC125;62
LOC315;LOC816;54
LOC663;LOC585;92
LOC894;LOC237;49
LOC758;LOC59;44
LOC831;LOC56;95
LOC526;LOC996;80
LOC770;LOC361;33
LOC300;LOC511;67
LOC467;LOC392;4
LOC15;LOC811;39
LOC799;LOC892;92
LOC439;LOC36;81
LOC648;LOC310;81
LOC72;LOC459;71
LOC235;LOC273;28
LOC386;LOC272;74
LOC875;LOC317;4
LOC929;LOC883;95
LOC304;LOC335;98
LOC675;LOC268;98
LOC147;LOC320;3
LOC86;LOC110;30
LOC13;LOC265;41
LOC228;LOC594;6
LOC841;LOC425;100
LOC517;LOC14;87
LOC621;LOC668;44
LOC296;LOC647;22
LOC417;LOC874;1
LOC677;LOC813;11
LOC919;LOC220;79
LOC238;LOC147;59
LOC799;LOC878;63
LOC680;LOC935;99
LOC636;LOC748;26
LOC868;LOC639;30
LOC68;LOC961;35
LOC911;LOC552;42
LOC167;LOC322;75
LOC467;LOC514;96
LOC905;LOC665;78
LOC480;LOC663;87
LOC500;LOC709;45
LOC26;LOC812;42
LOC103;LOC844;89
LOC302;LOC934;95
LOC252;LOC567;45
LOC310;LOC364;47
LOC725;LOC378;37
LOC200;LOC206;2
LOC708;LOC617;58
LOC350;LOC794;40
LOC441;LOC174;77
LOC95;LOC534;86
LOC612;LOC940;87
LOC458;LOC652;16
LOC848;LOC585;66
LOC729;LOC273;96
LOC892;LOC609;66
LOC137;LOC165;12
LOC863;LOC515;27
LOC678;LOC218;31
LOC774;LOC464;74
LOC112;LOC79;69
LOC762;LOC390;10
LOC754;LOC598;96
LOC216;LOC35;75
LOC270;LOC787;77
LOC939;LOC715;26
LOC559;LOC327;14
LOC423;LOC955;65
LOC343;LOC976;56
LOC64;LOC323;8
LOC493;LOC430;23
LOC238;LOC684;93
LOC929;LOC352;41
LOC348;LOC474;52
LOC39;LOC754;25
LOC182;LOC900;90
LOC549;LOC734;27
LOC650;LOC193;30
LOC362;LOC714;92
LOC241;LOC488;99
LOC618;LOC551;93
LOC586;LOC529;2
LOC444;LOC307;5
LOC234;LOC111;12
LOC153;LOC495;53
LOC299;LOC918;49
LOC134;LOC108;84
LOC626;LOC37;46
LOC646;LOC276;9
LOC280;LOC798;77
LOC663;LOC546;45
LOC359;LOC722;18
LOC865;LOC974;62
LOC854;LOC959;44
LOC555;LOC695;49
LOC787;LOC801;76
LOC289;LOC380;11
LOC357;LOC233;85
LOC438;LOC119;12
LOC239;LOC988;34
LOC844;LOC114;74
LOC333;LOC914;19
LOC978;LOC727;80
LOC692;LOC381;19
LOC245;LOC11;57
LOC353;LOC490;55
LOC1000;LOC37;4
LOC706;LOC847;69
LOC308;LOC914;33
LOC769;LOC126;92
LOC717;LOC380;79
LOC218;LOC359;12
LOC593;LOC613;31
LOC470;LOC348;96
LOC367;LOC561;60
LOC825;LOC835;87
LOC452;LOC115;90
LOC733;LOC409;25
LOC136;LOC446;60
LOC465;LOC182;78
LOC384;LOC46;36
LOC195;LOC347;19
LOC717;LOC509;96
LOC980;LOC543;4
LOC942;LOC800;85
LOC683;LOC140;90
LOC272;LOC939;35
LOC775;LOC106;92
LOC179;LOC334;4
LOC243;LOC635;78
LOC463;LOC773;83
LOC590;LOC30;7
LOC505;LOC771;41
LOC927;LOC379;30
LOC623;LOC20;28
LOC589;LOC699;91
LOC874;LOC254;24
LOC228;LOC642;43
LOC988;LOC509;76
LOC755;LOC53;20
LOC226;LOC153;65
LOC671;LOC536;71
LOC177;LOC340;57
LOC716;LOC844;69
LOC238;LOC67;56
LOC497;LOC825;62
LOC84;LOC394;97
LOC5;LOC728;16
